audit_id,file_path,audit_name,category,category_number,subcategory,tier,status,automatable,severity,estimated_duration,requires_runtime,requires_physical_access,requires_human_evaluation,requires_interviews,discovery,prd,task_decomposition,specification,implementation,testing,integration,deployment,post_production
performance-efficiency.concurrency-parallelism.worker-pool-sizing,audits/02-performance-efficiency/concurrency-parallelism/worker-pool-sizing.yaml,Worker Pool Sizing Audit,performance-efficiency,02,concurrency-parallelism,expert,active,partial,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.database-performance.connection-pool-sizing,audits/02-performance-efficiency/database-performance/connection-pool-sizing.yaml,Connection Pool Sizing Audit,performance-efficiency,02,database-performance,expert,active,partial,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.database-performance.database-configuration,audits/02-performance-efficiency/database-performance/database-configuration.yaml,Database Configuration Audit,performance-efficiency,02,database-performance,expert,active,partial,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.database-performance.index-usage,audits/02-performance-efficiency/database-performance/index-usage.yaml,Index Usage Audit,performance-efficiency,02,database-performance,expert,active,partial,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.database-performance.join-efficiency,audits/02-performance-efficiency/database-performance/join-efficiency.yaml,Join Efficiency Audit,performance-efficiency,02,database-performance,expert,active,partial,high,2.5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.database-performance.missing-index,audits/02-performance-efficiency/database-performance/missing-index.yaml,Missing Index Audit,performance-efficiency,02,database-performance,expert,active,partial,high,2.5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.database-performance.n-plus-one-query,audits/02-performance-efficiency/database-performance/n-plus-one-query.yaml,N+1 Query Audit,performance-efficiency,02,database-performance,expert,active,partial,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.database-performance.query-optimization,audits/02-performance-efficiency/database-performance/query-optimization.yaml,Query Optimization Audit,performance-efficiency,02,database-performance,expert,active,partial,high,3 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.database-performance.query-plan-stability,audits/02-performance-efficiency/database-performance/query-plan-stability.yaml,Query Plan Stability Audit,performance-efficiency,02,database-performance,expert,active,partial,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.database-performance.slow-query,audits/02-performance-efficiency/database-performance/slow-query.yaml,Slow Query Audit,performance-efficiency,02,database-performance,expert,active,partial,high,2.5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.database-performance.table-scan,audits/02-performance-efficiency/database-performance/table-scan.yaml,Table Scan Audit,performance-efficiency,02,database-performance,expert,active,partial,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.frontend-performance.core-web-vitals,audits/02-performance-efficiency/frontend-performance/core-web-vitals.yaml,Core Web Vitals Audit,performance-efficiency,02,frontend-performance,expert,active,partial,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.frontend-performance.critical-rendering-path,audits/02-performance-efficiency/frontend-performance/critical-rendering-path.yaml,Critical Rendering Path Audit,performance-efficiency,02,frontend-performance,expert,active,partial,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.frontend-performance.dom-size,audits/02-performance-efficiency/frontend-performance/dom-size.yaml,DOM Size Audit,performance-efficiency,02,frontend-performance,expert,active,partial,medium,1.5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.frontend-performance.font-loading,audits/02-performance-efficiency/frontend-performance/font-loading.yaml,Font Loading Audit,performance-efficiency,02,frontend-performance,expert,active,partial,medium,1.5 hours,false,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.frontend-performance.hydration-performance,audits/02-performance-efficiency/frontend-performance/hydration-performance.yaml,Hydration Performance Audit,performance-efficiency,02,frontend-performance,expert,active,partial,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.frontend-performance.image-optimization,audits/02-performance-efficiency/frontend-performance/image-optimization.yaml,Image Optimization Audit,performance-efficiency,02,frontend-performance,expert,active,partial,high,2 hours,false,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.frontend-performance.javascript-bundle-size,audits/02-performance-efficiency/frontend-performance/javascript-bundle-size.yaml,JavaScript Bundle Size Audit,performance-efficiency,02,frontend-performance,expert,active,yes,high,2 hours,false,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.frontend-performance.layout-thrashing,audits/02-performance-efficiency/frontend-performance/layout-thrashing.yaml,Layout Thrashing Audit,performance-efficiency,02,frontend-performance,expert,active,partial,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.frontend-performance.memory-leak-client-side,audits/02-performance-efficiency/frontend-performance/memory-leak-client-side.yaml,Memory Leak (Client-Side) Audit,performance-efficiency,02,frontend-performance,expert,active,partial,high,3 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.frontend-performance.service-worker-efficiency,audits/02-performance-efficiency/frontend-performance/service-worker-efficiency.yaml,Service Worker Efficiency Audit,performance-efficiency,02,frontend-performance,expert,active,partial,medium,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.frontend-performance.third-party-script-impact,audits/02-performance-efficiency/frontend-performance/third-party-script-impact.yaml,Third-Party Script Impact Audit,performance-efficiency,02,frontend-performance,expert,active,partial,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.latency.api-response-time,audits/02-performance-efficiency/latency/api-response-time.yaml,API Response Time Audit,performance-efficiency,02,latency,expert,active,yes,high,1 hour,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.latency.cache-miss-latency,audits/02-performance-efficiency/latency/cache-miss-latency.yaml,Cache Miss Latency Audit,performance-efficiency,02,latency,expert,active,partial,high,1 hour,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.latency.cold-start-latency,audits/02-performance-efficiency/latency/cold-start-latency.yaml,Cold Start Latency Audit,performance-efficiency,02,latency,expert,active,partial,high,1.5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.latency.database-query-latency,audits/02-performance-efficiency/latency/database-query-latency.yaml,Database Query Latency Audit,performance-efficiency,02,latency,expert,active,partial,critical,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.latency.end-to-end-latency,audits/02-performance-efficiency/latency/end-to-end-latency.yaml,End-to-End Latency Audit,performance-efficiency,02,latency,expert,active,partial,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.latency.geographic-latency,audits/02-performance-efficiency/latency/geographic-latency.yaml,Geographic Latency Audit,performance-efficiency,02,latency,expert,active,partial,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.latency.network-latency,audits/02-performance-efficiency/latency/network-latency.yaml,Network Latency Audit,performance-efficiency,02,latency,expert,active,partial,high,1.5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.latency.percentile-latency,audits/02-performance-efficiency/latency/percentile-latency.yaml,Percentile Latency Audit (P50/P95/P99),performance-efficiency,02,latency,expert,active,partial,high,1.5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.latency.third-party-service-latency,audits/02-performance-efficiency/latency/third-party-service-latency.yaml,Third-Party Service Latency Audit,performance-efficiency,02,latency,expert,active,partial,high,1.5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.latency.time-to-first-byte,audits/02-performance-efficiency/latency/time-to-first-byte.yaml,Time to First Byte (TTFB) Audit,performance-efficiency,02,latency,expert,active,yes,high,1 hour,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.network-efficiency.compression-effectiveness,audits/02-performance-efficiency/network-efficiency/compression-effectiveness.yaml,Compression Effectiveness Audit,performance-efficiency,02,network-efficiency,expert,active,yes,high,1.5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.network-efficiency.connection-reuse,audits/02-performance-efficiency/network-efficiency/connection-reuse.yaml,Connection Reuse Audit,performance-efficiency,02,network-efficiency,expert,active,partial,high,1.5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.network-efficiency.dns-resolution,audits/02-performance-efficiency/network-efficiency/dns-resolution.yaml,DNS Resolution Audit,performance-efficiency,02,network-efficiency,expert,active,partial,medium,1.5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.network-efficiency.graphql-query-efficiency,audits/02-performance-efficiency/network-efficiency/graphql-query-efficiency.yaml,GraphQL Query Efficiency Audit,performance-efficiency,02,network-efficiency,expert,active,partial,high,2.5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.network-efficiency.http2-http3-utilization,audits/02-performance-efficiency/network-efficiency/http2-http3-utilization.yaml,HTTP/2 & HTTP/3 Utilization Audit,performance-efficiency,02,network-efficiency,expert,active,partial,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.network-efficiency.payload-size,audits/02-performance-efficiency/network-efficiency/payload-size.yaml,Payload Size Audit,performance-efficiency,02,network-efficiency,expert,active,partial,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.network-efficiency.prefetching-strategy,audits/02-performance-efficiency/network-efficiency/prefetching-strategy.yaml,Prefetching Strategy Audit,performance-efficiency,02,network-efficiency,expert,active,partial,medium,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.network-efficiency.request-batching,audits/02-performance-efficiency/network-efficiency/request-batching.yaml,Request Batching Audit,performance-efficiency,02,network-efficiency,expert,active,partial,high,2 hours,false,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.network-efficiency.websocket-efficiency,audits/02-performance-efficiency/network-efficiency/websocket-efficiency.yaml,WebSocket Efficiency Audit,performance-efficiency,02,network-efficiency,expert,active,partial,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.performance-measurement.load-test-coverage,audits/02-performance-efficiency/performance-measurement/load-test-coverage.yaml,Load Test Coverage Audit,performance-efficiency,02,performance-measurement,expert,active,partial,high,2.5 hours,false,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.performance-measurement.performance-baseline,audits/02-performance-efficiency/performance-measurement/performance-baseline.yaml,Performance Baseline Audit,performance-efficiency,02,performance-measurement,expert,active,partial,high,3 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.performance-measurement.performance-budget-compliance,audits/02-performance-efficiency/performance-measurement/performance-budget-compliance.yaml,Performance Budget Compliance Audit,performance-efficiency,02,performance-measurement,expert,active,yes,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.performance-measurement.performance-regression-detection,audits/02-performance-efficiency/performance-measurement/performance-regression-detection.yaml,Performance Regression Detection Audit,performance-efficiency,02,performance-measurement,expert,active,partial,high,2.5 hours,false,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.performance-measurement.production-performance-monitoring,audits/02-performance-efficiency/performance-measurement/production-performance-monitoring.yaml,Production Performance Monitoring Audit,performance-efficiency,02,performance-measurement,expert,active,partial,critical,2.5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.performance-measurement.slo-sli-alignment,audits/02-performance-efficiency/performance-measurement/slo-sli-alignment.yaml,SLO/SLI Alignment Audit,performance-efficiency,02,performance-measurement,expert,active,partial,critical,3 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
performance-efficiency.performance-measurement.synthetic-monitoring,audits/02-performance-efficiency/performance-measurement/synthetic-monitoring.yaml,Synthetic Monitoring Audit,performance-efficiency,02,performance-measurement,expert,active,partial,high,2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
